Sequence_Name,GenBank_Accn,Sequence_Length
Contig889,PTTO01002894.1,34760
Contig89,PTTO01000966.1,1002533
Contig890,PTTO01002773.1,81054
Contig891,PTTO01001039.1,82460
Contig892,PTTO01001545.1,16630
Contig893,PTTO01004270.1,10041
Contig894,PTTO01004234.1,56687
Contig895,PTTO01002430.1,59132
Contig896,PTTO01002837.1,28702
Contig897,PTTO01001606.1,28485
Contig898,PTTO01002160.1,28643
Contig899,PTTO01000387.1,69446
Contig9,PTTO01004535.1,9472803
Contig90,PTTO01000120.1,1109540
Contig900,PTTO01003015.1,21065
Contig901,PTTO01002067.1,3414
Contig902,PTTO01000299.1,10020
Contig903,PTTO01000556.1,59228
Contig904,PTTO01003944.1,10920
Contig905,PTTO01004128.1,33825
Contig906,PTTO01002291.1,34420
Contig907,PTTO01001526.1,75555
Contig908,PTTO01001314.1,57460
Contig909,PTTO01000507.1,8365
Contig91,PTTO01001450.1,85265
Contig910,PTTO01001822.1,28310
Contig911,PTTO01000082.1,17614
Contig912,PTTO01001097.1,30755
Contig913,PTTO01004407.1,113663
Contig914,PTTO01002466.1,25029
Contig915,PTTO01001424.1,38196
Contig916,PTTO01002090.1,5674
Contig917,PTTO01001820.1,49355
Contig918,PTTO01000060.1,21468
Contig919,PTTO01001092.1,71556
Contig92,PTTO01001315.1,5517998
Contig920,PTTO01001240.1,33460
Contig921,PTTO01001703.1,716
Contig922,PTTO01002231.1,4288
Contig923,PTTO01000983.1,21295
Contig924,PTTO01003906.1,104752
Contig925,PTTO01004282.1,135740
Contig926,PTTO01002428.1,33081
Contig927,PTTO01001313.1,7629
Contig928,PTTO01001942.1,36387
Contig929,PTTO01002143.1,10102
Contig93,PTTO01003116.1,282693
Contig930,PTTO01001141.1,37869
Contig931,PTTO01001759.1,15532
Contig932,PTTO01000800.1,25860
Contig933,PTTO01003430.1,119622
Contig934,PTTO01004381.1,39320
Contig935,PTTO01002390.1,768534
Contig936,PTTO01001430.1,97967
Contig937,PTTO01002094.1,52661
Contig938,PTTO01000443.1,27587
Contig939,PTTO01000111.1,2170
Contig94,PTTO01002589.1,249621
Contig940,PTTO01003360.1,25686
Contig941,PTTO01002906.1,24620
Contig942,PTTO01002054.1,31658
Contig943,PTTO01000424.1,90701
Contig944,PTTO01000788.1,3599
Contig945,PTTO01003741.1,2851
Contig946,PTTO01003976.1,46941
Contig947,PTTO01003335.1,531116
Contig948,PTTO01002978.1,25795
Contig949,PTTO01001185.1,36867
Contig95,PTTO01004439.1,3596309
Contig950,PTTO01000517.1,35224
Contig951,PTTO01001985.1,1538
Contig952,PTTO01001482.1,104727
Contig953,PTTO01003088.1,8724
Contig954,PTTO01002269.1,307060
Contig955,PTTO01004104.1,24511
Contig956,PTTO01001034.1,25190
Contig957,PTTO01000665.1,44008
Contig958,PTTO01002074.1,25977
Contig959,PTTO01001624.1,16240
Contig96,PTTO01003902.1,250807
Contig960,PTTO01001681.1,34066
Contig961,PTTO01000127.1,21231
Contig962,PTTO01000447.1,18273
Contig963,PTTO01000851.1,16016
Contig964,PTTO01003769.1,27410
Contig965,PTTO01001527.1,4247
Contig966,PTTO01002011.1,6400
Contig967,PTTO01000509.1,85833
Contig968,PTTO01001020.1,17948
Contig969,PTTO01003991.1,36372
Contig97,PTTO01000595.1,405077
Contig970,PTTO01002956.1,26587
Contig971,PTTO01000505.1,32098
Contig972,PTTO01001981.1,28801
Contig973,PTTO01004082.1,9041
Contig974,PTTO01003464.1,7494
Contig975,PTTO01003092.1,41800
Contig976,PTTO01002410.1,48971
Contig977,PTTO01003080.1,92204
Contig978,PTTO01002406.1,64217
Contig979,PTTO01001995.1,6280
Contig98,PTTO01000536.1,6681236
Contig980,PTTO01002552.1,51407
Contig981,PTTO01001193.1,70566
Contig982,PTTO01002972.1,12291
Contig983,PTTO01001088.1,20032
Contig984,PTTO01000456.1,35278
Contig985,PTTO01004080.1,143538
Contig986,PTTO01003439.1,88554
Contig987,PTTO01004089.1,53164
Contig988,PTTO01003447.1,16694
Contig989,PTTO01001416.1,6488
Contig99,PTTO01002167.1,98952
Contig990,PTTO01003810.1,5778
Contig991,PTTO01003179.1,77915
Contig992,PTTO01002625.1,13201
Contig993,PTTO01001207.1,16892
Contig994,PTTO01002982.1,36293
Contig995,PTTO01002148.1,31316
Contig996,PTTO01001642.1,61881
Contig997,PTTO01003804.1,13477
Contig998,PTTO01001033.1,30307
Contig999,PTTO01002457.1,46735
