# Assembly name:  ASM296699v1
# Organism name:  Ornithorhynchus anatinus (platypus)
# Isolate:  Pmale09
# Sex:  male
# Taxid:          9258
# BioSample:      SAMN08537700
# BioProject:     PRJNA433451
# Submitter:      BGI
# Date:           2018-03-02
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    PTTO01
# Assembly method: Falcon + Dovetail HiRes v. JULY-2016
# Expected final version: no
# Genome coverage: 90.0x
# Sequencing technology: PacBio; Illumina
# GenBank assembly accession: GCA_002966995.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002967025.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig348	unplaced-scaffold	na	na	PTTO01002047.1	<>	na	Primary Assembly	110774	na
Contig3480	unplaced-scaffold	na	na	PTTO01003854.1	<>	na	Primary Assembly	31374	na
Contig3481	unplaced-scaffold	na	na	PTTO01001809.1	<>	na	Primary Assembly	33672	na
Contig3482	unplaced-scaffold	na	na	PTTO01002350.1	<>	na	Primary Assembly	34247	na
Contig3483	unplaced-scaffold	na	na	PTTO01001504.1	<>	na	Primary Assembly	67774	na
Contig3484	unplaced-scaffold	na	na	PTTO01001332.1	<>	na	Primary Assembly	51894	na
Contig3485	unplaced-scaffold	na	na	PTTO01000528.1	<>	na	Primary Assembly	131398	na
Contig3486	unplaced-scaffold	na	na	PTTO01000911.1	<>	na	Primary Assembly	18707	na
Contig3487	unplaced-scaffold	na	na	PTTO01003488.1	<>	na	Primary Assembly	29993	na
Contig3488	unplaced-scaffold	na	na	PTTO01003994.1	<>	na	Primary Assembly	83467	na
Contig3489	unplaced-scaffold	na	na	PTTO01002499.1	<>	na	Primary Assembly	16900	na
Contig349	unplaced-scaffold	na	na	PTTO01001401.1	<>	na	Primary Assembly	156527	na
Contig3490	unplaced-scaffold	na	na	PTTO01000919.1	<>	na	Primary Assembly	16000	na
Contig3491	unplaced-scaffold	na	na	PTTO01004184.1	<>	na	Primary Assembly	17922	na
Contig3492	unplaced-scaffold	na	na	PTTO01000271.1	<>	na	Primary Assembly	29836	na
Contig3493	unplaced-scaffold	na	na	PTTO01002898.1	<>	na	Primary Assembly	13009	na
Contig3494	unplaced-scaffold	na	na	PTTO01003587.1	<>	na	Primary Assembly	52906	na
Contig3495	unplaced-scaffold	na	na	PTTO01002274.1	<>	na	Primary Assembly	28562	na
Contig3496	unplaced-scaffold	na	na	PTTO01002949.1	<>	na	Primary Assembly	46115	na
Contig3497	unplaced-scaffold	na	na	PTTO01000892.1	<>	na	Primary Assembly	41310	na
Contig3498	unplaced-scaffold	na	na	PTTO01001540.1	<>	na	Primary Assembly	14946	na
Contig3499	unplaced-scaffold	na	na	PTTO01000263.1	<>	na	Primary Assembly	37661	na
Contig35	unplaced-scaffold	na	na	PTTO01001678.1	<>	na	Primary Assembly	14650962	na
Contig350	unplaced-scaffold	na	na	PTTO01004018.1	<>	na	Primary Assembly	68318	na
Contig3500	unplaced-scaffold	na	na	PTTO01004072.1	<>	na	Primary Assembly	9975	na
Contig3501	unplaced-scaffold	na	na	PTTO01000868.1	<>	na	Primary Assembly	3099	na
Contig3502	unplaced-scaffold	na	na	PTTO01000410.1	<>	na	Primary Assembly	8964	na
Contig3503	unplaced-scaffold	na	na	PTTO01000182.1	<>	na	Primary Assembly	13089	na
Contig3504	unplaced-scaffold	na	na	PTTO01001390.1	<>	na	Primary Assembly	14905	na
Contig3505	unplaced-scaffold	na	na	PTTO01001776.1	<>	na	Primary Assembly	57853	na
Contig3506	unplaced-scaffold	na	na	PTTO01001151.1	<>	na	Primary Assembly	39138	na
Contig3507	unplaced-scaffold	na	na	PTTO01003358.1	<>	na	Primary Assembly	88024	na
Contig3508	unplaced-scaffold	na	na	PTTO01002713.1	<>	na	Primary Assembly	213102	na
Contig3509	unplaced-scaffold	na	na	PTTO01003707.1	<>	na	Primary Assembly	76782	na
Contig351	unplaced-scaffold	na	na	PTTO01002354.1	<>	na	Primary Assembly	37828	na
Contig3510	unplaced-scaffold	na	na	PTTO01004447.1	<>	na	Primary Assembly	30846	na
Contig3511	unplaced-scaffold	na	na	PTTO01003108.1	<>	na	Primary Assembly	14289	na
Contig3512	unplaced-scaffold	na	na	PTTO01002278.1	<>	na	Primary Assembly	43172	na
Contig3513	unplaced-scaffold	na	na	PTTO01001969.1	<>	na	Primary Assembly	41343	na
Contig3514	unplaced-scaffold	na	na	PTTO01001460.1	<>	na	Primary Assembly	29469	na
Contig3515	unplaced-scaffold	na	na	PTTO01001994.1	<>	na	Primary Assembly	12405	na
Contig3516	unplaced-scaffold	na	na	PTTO01001464.1	<>	na	Primary Assembly	59255	na
Contig3517	unplaced-scaffold	na	na	PTTO01001017.1	<>	na	Primary Assembly	57169	na
Contig3518	unplaced-scaffold	na	na	PTTO01000428.1	<>	na	Primary Assembly	100690	na
Contig3519	unplaced-scaffold	na	na	PTTO01003613.1	<>	na	Primary Assembly	26270	na
Contig352	unplaced-scaffold	na	na	PTTO01000078.1	<>	na	Primary Assembly	77344	na
Contig3520	unplaced-scaffold	na	na	PTTO01002383.1	<>	na	Primary Assembly	32227	na
Contig3521	unplaced-scaffold	na	na	PTTO01002994.1	<>	na	Primary Assembly	89981	na
Contig3522	unplaced-scaffold	na	na	PTTO01003422.1	<>	na	Primary Assembly	3203802	na
Contig3523	unplaced-scaffold	na	na	PTTO01000523.1	<>	na	Primary Assembly	109913	na
Contig3524	unplaced-scaffold	na	na	PTTO01001019.1	<>	na	Primary Assembly	43667	na
Contig3525	unplaced-scaffold	na	na	PTTO01001474.1	<>	na	Primary Assembly	2942	na
Contig3526	unplaced-scaffold	na	na	PTTO01001984.1	<>	na	Primary Assembly	28289	na
Contig3527	unplaced-scaffold	na	na	PTTO01002478.1	<>	na	Primary Assembly	6913	na
Contig3528	unplaced-scaffold	na	na	PTTO01003024.1	<>	na	Primary Assembly	12247	na
Contig3529	unplaced-scaffold	na	na	PTTO01004134.1	<>	na	Primary Assembly	42827	na
Contig353	unplaced-scaffold	na	na	PTTO01001940.1	<>	na	Primary Assembly	25788033	na
Contig3530	unplaced-scaffold	na	na	PTTO01002420.1	<>	na	Primary Assembly	30217	na
Contig3531	unplaced-scaffold	na	na	PTTO01003057.1	<>	na	Primary Assembly	38084	na
Contig3532	unplaced-scaffold	na	na	PTTO01003510.1	<>	na	Primary Assembly	58488	na
Contig3533	unplaced-scaffold	na	na	PTTO01000431.1	<>	na	Primary Assembly	23075	na
Contig3534	unplaced-scaffold	na	na	PTTO01001068.1	<>	na	Primary Assembly	42481	na
Contig3535	unplaced-scaffold	na	na	PTTO01001387.1	<>	na	Primary Assembly	48726	na
Contig3536	unplaced-scaffold	na	na	PTTO01002101.1	<>	na	Primary Assembly	59527	na
Contig3537	unplaced-scaffold	na	na	PTTO01002427.1	<>	na	Primary Assembly	7587	na
Contig3538	unplaced-scaffold	na	na	PTTO01003074.1	<>	na	Primary Assembly	24696	na
Contig3539	unplaced-scaffold	na	na	PTTO01003520.1	<>	na	Primary Assembly	36203	na
Contig354	unplaced-scaffold	na	na	PTTO01004326.1	<>	na	Primary Assembly	41417	na
Contig3540	unplaced-scaffold	na	na	PTTO01003453.1	<>	na	Primary Assembly	15889	na
Contig3541	unplaced-scaffold	na	na	PTTO01004079.1	<>	na	Primary Assembly	3982	na
Contig3542	unplaced-scaffold	na	na	PTTO01003204.1	<>	na	Primary Assembly	35143	na
Contig3543	unplaced-scaffold	na	na	PTTO01003007.1	<>	na	Primary Assembly	114825	na
Contig3544	unplaced-scaffold	na	na	PTTO01002222.1	<>	na	Primary Assembly	26805	na
Contig3545	unplaced-scaffold	na	na	PTTO01000357.1	<>	na	Primary Assembly	44776	na
Contig3546	unplaced-scaffold	na	na	PTTO01000648.1	<>	na	Primary Assembly	66868	na
Contig3547	unplaced-scaffold	na	na	PTTO01003900.1	<>	na	Primary Assembly	55078	na
Contig3548	unplaced-scaffold	na	na	PTTO01004244.1	<>	na	Primary Assembly	28890	na
Contig3549	unplaced-scaffold	na	na	PTTO01002436.1	<>	na	Primary Assembly	6351	na
Contig355	unplaced-scaffold	na	na	PTTO01003809.1	<>	na	Primary Assembly	132348	na
Contig3550	unplaced-scaffold	na	na	PTTO01003896.1	<>	na	Primary Assembly	21650	na
Contig3551	unplaced-scaffold	na	na	PTTO01004431.1	<>	na	Primary Assembly	51004	na
Contig3552	unplaced-scaffold	na	na	PTTO01003239.1	<>	na	Primary Assembly	31007	na
Contig3553	unplaced-scaffold	na	na	PTTO01001611.1	<>	na	Primary Assembly	4135520	na
Contig3554	unplaced-scaffold	na	na	PTTO01001834.1	<>	na	Primary Assembly	37332	na
Contig3555	unplaced-scaffold	na	na	PTTO01000386.1	<>	na	Primary Assembly	6291	na
Contig3556	unplaced-scaffold	na	na	PTTO01003585.1	<>	na	Primary Assembly	41798	na
Contig3557	unplaced-scaffold	na	na	PTTO01004249.1	<>	na	Primary Assembly	23803	na
Contig3558	unplaced-scaffold	na	na	PTTO01004533.1	<>	na	Primary Assembly	94368	na
Contig3559	unplaced-scaffold	na	na	PTTO01002810.1	<>	na	Primary Assembly	27441	na
Contig356	unplaced-scaffold	na	na	PTTO01002573.1	<>	na	Primary Assembly	89395	na
Contig3560	unplaced-scaffold	na	na	PTTO01001844.1	<>	na	Primary Assembly	13031	na
Contig3561	unplaced-scaffold	na	na	PTTO01001359.1	<>	na	Primary Assembly	22283	na
Contig3562	unplaced-scaffold	na	na	PTTO01000624.1	<>	na	Primary Assembly	76442	na
Contig3563	unplaced-scaffold	na	na	PTTO01000095.1	<>	na	Primary Assembly	32626	na
Contig3564	unplaced-scaffold	na	na	PTTO01002752.1	<>	na	Primary Assembly	23115	na
Contig3565	unplaced-scaffold	na	na	PTTO01004470.1	<>	na	Primary Assembly	9253	na
Contig3566	unplaced-scaffold	na	na	PTTO01001215.1	<>	na	Primary Assembly	42399	na
Contig3567	unplaced-scaffold	na	na	PTTO01002853.1	<>	na	Primary Assembly	45899	na
Contig3568	unplaced-scaffold	na	na	PTTO01000754.1	<>	na	Primary Assembly	48364	na
Contig3569	unplaced-scaffold	na	na	PTTO01000180.1	<>	na	Primary Assembly	6473	na
Contig357	unplaced-scaffold	na	na	PTTO01004448.1	<>	na	Primary Assembly	155292	na
Contig3570	unplaced-scaffold	na	na	PTTO01003507.1	<>	na	Primary Assembly	9099	na
Contig3571	unplaced-scaffold	na	na	PTTO01003998.1	<>	na	Primary Assembly	10423	na
Contig3572	unplaced-scaffold	na	na	PTTO01003035.1	<>	na	Primary Assembly	31952	na
Contig3573	unplaced-scaffold	na	na	PTTO01001253.1	<>	na	Primary Assembly	24764	na
Contig3574	unplaced-scaffold	na	na	PTTO01002018.1	<>	na	Primary Assembly	12140	na
Contig3575	unplaced-scaffold	na	na	PTTO01000391.1	<>	na	Primary Assembly	18703	na
Contig3576	unplaced-scaffold	na	na	PTTO01003735.1	<>	na	Primary Assembly	34534	na
Contig3577	unplaced-scaffold	na	na	PTTO01004401.1	<>	na	Primary Assembly	13936	na
Contig3578	unplaced-scaffold	na	na	PTTO01002708.1	<>	na	Primary Assembly	31507	na
Contig3579	unplaced-scaffold	na	na	PTTO01003366.1	<>	na	Primary Assembly	19804	na
Contig358	unplaced-scaffold	na	na	PTTO01001610.1	<>	na	Primary Assembly	3111205	na
Contig3580	unplaced-scaffold	na	na	PTTO01002662.1	<>	na	Primary Assembly	58894	na
Contig3581	unplaced-scaffold	na	na	PTTO01004068.1	<>	na	Primary Assembly	20739	na
Contig3582	unplaced-scaffold	na	na	PTTO01003713.1	<>	na	Primary Assembly	2981	na
Contig3583	unplaced-scaffold	na	na	PTTO01000886.1	<>	na	Primary Assembly	37237	na
Contig3584	unplaced-scaffold	na	na	PTTO01000238.1	<>	na	Primary Assembly	8435	na
Contig3585	unplaced-scaffold	na	na	PTTO01001413.1	<>	na	Primary Assembly	13934	na
Contig3586	unplaced-scaffold	na	na	PTTO01001220.1	<>	na	Primary Assembly	92432	na
Contig3587	unplaced-scaffold	na	na	PTTO01002562.1	<>	na	Primary Assembly	49158	na
Contig3588	unplaced-scaffold	na	na	PTTO01004538.1	<>	na	Primary Assembly	8640	na
Contig3589	unplaced-scaffold	na	na	PTTO01003844.1	<>	na	Primary Assembly	38848	na
Contig359	unplaced-scaffold	na	na	PTTO01002820.1	<>	na	Primary Assembly	1249350	na
Contig3590	unplaced-scaffold	na	na	PTTO01003736.1	<>	na	Primary Assembly	53599	na
Contig3591	unplaced-scaffold	na	na	PTTO01004383.1	<>	na	Primary Assembly	221597	na
Contig3592	unplaced-scaffold	na	na	PTTO01002889.1	<>	na	Primary Assembly	39289	na
Contig3593	unplaced-scaffold	na	na	PTTO01003264.1	<>	na	Primary Assembly	12944	na
Contig3594	unplaced-scaffold	na	na	PTTO01001714.1	<>	na	Primary Assembly	46970	na
Contig3595	unplaced-scaffold	na	na	PTTO01000113.1	<>	na	Primary Assembly	22970	na
Contig3596	unplaced-scaffold	na	na	PTTO01000854.1	<>	na	Primary Assembly	43967	na
Contig3597	unplaced-scaffold	na	na	PTTO01003649.1	<>	na	Primary Assembly	115079	na
Contig3598	unplaced-scaffold	na	na	PTTO01004502.1	<>	na	Primary Assembly	54178	na
Contig3599	unplaced-scaffold	na	na	PTTO01002769.1	<>	na	Primary Assembly	37979	na
Contig36	unplaced-scaffold	na	na	PTTO01003479.1	<>	na	Primary Assembly	444754	na
Contig360	unplaced-scaffold	na	na	PTTO01000289.1	<>	na	Primary Assembly	90569	na
Contig3600	unplaced-scaffold	na	na	PTTO01003590.1	<>	na	Primary Assembly	44215	na
Contig3601	unplaced-scaffold	na	na	PTTO01000225.1	<>	na	Primary Assembly	21513	na
Contig3602	unplaced-scaffold	na	na	PTTO01000933.1	<>	na	Primary Assembly	23268	na
Contig3603	unplaced-scaffold	na	na	PTTO01001200.1	<>	na	Primary Assembly	91202	na
Contig3604	unplaced-scaffold	na	na	PTTO01001699.1	<>	na	Primary Assembly	30634	na
Contig3605	unplaced-scaffold	na	na	PTTO01002664.1	<>	na	Primary Assembly	39129	na
Contig3606	unplaced-scaffold	na	na	PTTO01002330.1	<>	na	Primary Assembly	33875	na
Contig3607	unplaced-scaffold	na	na	PTTO01003699.1	<>	na	Primary Assembly	42637	na
Contig3608	unplaced-scaffold	na	na	PTTO01004283.1	<>	na	Primary Assembly	7987	na
Contig3609	unplaced-scaffold	na	na	PTTO01004124.1	<>	na	Primary Assembly	15695	na
Contig361	unplaced-scaffold	na	na	PTTO01000852.1	<>	na	Primary Assembly	35915	na
Contig3610	unplaced-scaffold	na	na	PTTO01001599.1	<>	na	Primary Assembly	107407	na
Contig3611	unplaced-scaffold	na	na	PTTO01001765.1	<>	na	Primary Assembly	21640	na
Contig3612	unplaced-scaffold	na	na	PTTO01002253.1	<>	na	Primary Assembly	36529	na
Contig3613	unplaced-scaffold	na	na	PTTO01002543.1	<>	na	Primary Assembly	57505	na
Contig3614	unplaced-scaffold	na	na	PTTO01003615.1	<>	na	Primary Assembly	116218	na
Contig3615	unplaced-scaffold	na	na	PTTO01003848.1	<>	na	Primary Assembly	43796	na
Contig3616	unplaced-scaffold	na	na	PTTO01004380.1	<>	na	Primary Assembly	25423	na
Contig3617	unplaced-scaffold	na	na	PTTO01000097.1	<>	na	Primary Assembly	134261	na
Contig3618	unplaced-scaffold	na	na	PTTO01001095.1	<>	na	Primary Assembly	16908	na
Contig3619	unplaced-scaffold	na	na	PTTO01001134.1	<>	na	Primary Assembly	9293	na
Contig362	unplaced-scaffold	na	na	PTTO01004116.1	<>	na	Primary Assembly	2206929	na
Contig3620	unplaced-scaffold	na	na	PTTO01003532.1	<>	na	Primary Assembly	49840	na
Contig3621	unplaced-scaffold	na	na	PTTO01000657.1	<>	na	Primary Assembly	41523	na
Contig3622	unplaced-scaffold	na	na	PTTO01002229.1	<>	na	Primary Assembly	14928	na
Contig3623	unplaced-scaffold	na	na	PTTO01000303.1	<>	na	Primary Assembly	43574	na
Contig3624	unplaced-scaffold	na	na	PTTO01000927.1	<>	na	Primary Assembly	11048	na
Contig3625	unplaced-scaffold	na	na	PTTO01003232.1	<>	na	Primary Assembly	67975	na
Contig3626	unplaced-scaffold	na	na	PTTO01003591.1	<>	na	Primary Assembly	25254	na
Contig3627	unplaced-scaffold	na	na	PTTO01001927.1	<>	na	Primary Assembly	32068	na
Contig3628	unplaced-scaffold	na	na	PTTO01002328.1	<>	na	Primary Assembly	14090	na
Contig3629	unplaced-scaffold	na	na	PTTO01000076.1	<>	na	Primary Assembly	24321	na
Contig363	unplaced-scaffold	na	na	PTTO01000348.1	<>	na	Primary Assembly	289346	na
Contig3630	unplaced-scaffold	na	na	PTTO01001549.1	<>	na	Primary Assembly	43982	na
Contig3631	unplaced-scaffold	na	na	PTTO01004069.1	<>	na	Primary Assembly	18047	na
Contig3632	unplaced-scaffold	na	na	PTTO01002243.1	<>	na	Primary Assembly	20898	na
Contig3633	unplaced-scaffold	na	na	PTTO01003562.1	<>	na	Primary Assembly	33381	na
Contig3634	unplaced-scaffold	na	na	PTTO01004205.1	<>	na	Primary Assembly	23881	na
Contig3635	unplaced-scaffold	na	na	PTTO01000924.1	<>	na	Primary Assembly	17929	na
Contig3636	unplaced-scaffold	na	na	PTTO01003846.1	<>	na	Primary Assembly	59291	na
Contig3637	unplaced-scaffold	na	na	PTTO01001532.1	<>	na	Primary Assembly	53454	na
Contig3638	unplaced-scaffold	na	na	PTTO01002173.1	<>	na	Primary Assembly	11805	na
Contig3639	unplaced-scaffold	na	na	PTTO01002276.1	<>	na	Primary Assembly	21895	na
Contig364	unplaced-scaffold	na	na	PTTO01002822.1	<>	na	Primary Assembly	10725200	na
Contig3640	unplaced-scaffold	na	na	PTTO01003319.1	<>	na	Primary Assembly	43302	na
Contig3641	unplaced-scaffold	na	na	PTTO01001988.1	<>	na	Primary Assembly	60505	na
Contig3642	unplaced-scaffold	na	na	PTTO01001619.1	<>	na	Primary Assembly	32671	na
Contig3643	unplaced-scaffold	na	na	PTTO01000668.1	<>	na	Primary Assembly	41223	na
Contig3644	unplaced-scaffold	na	na	PTTO01000270.1	<>	na	Primary Assembly	20635	na
Contig3645	unplaced-scaffold	na	na	PTTO01004241.1	<>	na	Primary Assembly	18410	na
Contig3646	unplaced-scaffold	na	na	PTTO01003609.1	<>	na	Primary Assembly	124310	na
Contig3647	unplaced-scaffold	na	na	PTTO01001560.1	<>	na	Primary Assembly	10725	na
Contig3648	unplaced-scaffold	na	na	PTTO01002316.1	<>	na	Primary Assembly	32191	na
Contig3649	unplaced-scaffold	na	na	PTTO01000279.1	<>	na	Primary Assembly	38632	na
Contig365	unplaced-scaffold	na	na	PTTO01003440.1	<>	na	Primary Assembly	109770	na
Contig3650	unplaced-scaffold	na	na	PTTO01003207.1	<>	na	Primary Assembly	9997	na
Contig3651	unplaced-scaffold	na	na	PTTO01000096.1	<>	na	Primary Assembly	142024	na
Contig3652	unplaced-scaffold	na	na	PTTO01002196.1	<>	na	Primary Assembly	24136	na
Contig3653	unplaced-scaffold	na	na	PTTO01004150.1	<>	na	Primary Assembly	58989	na
Contig3654	unplaced-scaffold	na	na	PTTO01003494.1	<>	na	Primary Assembly	36967	na
Contig3655	unplaced-scaffold	na	na	PTTO01002875.1	<>	na	Primary Assembly	56406	na
Contig3656	unplaced-scaffold	na	na	PTTO01002368.1	<>	na	Primary Assembly	97136	na
Contig3657	unplaced-scaffold	na	na	PTTO01002159.1	<>	na	Primary Assembly	12038	na
Contig3658	unplaced-scaffold	na	na	PTTO01001661.1	<>	na	Primary Assembly	47074	na
Contig3659	unplaced-scaffold	na	na	PTTO01000811.1	<>	na	Primary Assembly	47871	na
Contig366	unplaced-scaffold	na	na	PTTO01002115.1	<>	na	Primary Assembly	190307	na
Contig3660	unplaced-scaffold	na	na	PTTO01003579.1	<>	na	Primary Assembly	44961	na
Contig3661	unplaced-scaffold	na	na	PTTO01004052.1	<>	na	Primary Assembly	12042	na
Contig3662	unplaced-scaffold	na	na	PTTO01000437.1	<>	na	Primary Assembly	10444	na
Contig3663	unplaced-scaffold	na	na	PTTO01003173.1	<>	na	Primary Assembly	51384	na
Contig3664	unplaced-scaffold	na	na	PTTO01003706.1	<>	na	Primary Assembly	15676	na
Contig3665	unplaced-scaffold	na	na	PTTO01001297.1	<>	na	Primary Assembly	44669	na
Contig3666	unplaced-scaffold	na	na	PTTO01002591.1	<>	na	Primary Assembly	8593	na
Contig3667	unplaced-scaffold	na	na	PTTO01000110.1	<>	na	Primary Assembly	6793	na
Contig3668	unplaced-scaffold	na	na	PTTO01000599.1	<>	na	Primary Assembly	10796	na
Contig3669	unplaced-scaffold	na	na	PTTO01000067.1	<>	na	Primary Assembly	55605	na
Contig367	unplaced-scaffold	na	na	PTTO01002908.1	<>	na	Primary Assembly	810054	na
Contig3670	unplaced-scaffold	na	na	PTTO01001165.1	<>	na	Primary Assembly	36353	na
Contig3671	unplaced-scaffold	na	na	PTTO01000779.1	<>	na	Primary Assembly	91547	na
Contig3672	unplaced-scaffold	na	na	PTTO01000905.1	<>	na	Primary Assembly	19188	na
Contig3673	unplaced-scaffold	na	na	PTTO01001659.1	<>	na	Primary Assembly	23213	na
Contig3674	unplaced-scaffold	na	na	PTTO01000555.1	<>	na	Primary Assembly	52243	na
Contig3675	unplaced-scaffold	na	na	PTTO01000070.1	<>	na	Primary Assembly	13960	na
Contig3676	unplaced-scaffold	na	na	PTTO01004143.1	<>	na	Primary Assembly	20805	na
Contig3677	unplaced-scaffold	na	na	PTTO01002985.1	<>	na	Primary Assembly	19847	na
Contig3678	unplaced-scaffold	na	na	PTTO01002271.1	<>	na	Primary Assembly	14114	na
Contig3679	unplaced-scaffold	na	na	PTTO01002208.1	<>	na	Primary Assembly	25452	na
Contig368	unplaced-scaffold	na	na	PTTO01000812.1	<>	na	Primary Assembly	3562687	na
Contig3680	unplaced-scaffold	na	na	PTTO01001685.1	<>	na	Primary Assembly	55866	na
Contig3681	unplaced-scaffold	na	na	PTTO01004185.1	<>	na	Primary Assembly	24917	na
Contig3682	unplaced-scaffold	na	na	PTTO01003666.1	<>	na	Primary Assembly	27659	na
Contig3683	unplaced-scaffold	na	na	PTTO01002765.1	<>	na	Primary Assembly	40249	na
Contig3684	unplaced-scaffold	na	na	PTTO01002249.1	<>	na	Primary Assembly	44398	na
Contig3685	unplaced-scaffold	na	na	PTTO01002113.1	<>	na	Primary Assembly	19750	na
Contig3686	unplaced-scaffold	na	na	PTTO01001657.1	<>	na	Primary Assembly	7199	na
Contig3687	unplaced-scaffold	na	na	PTTO01000856.1	<>	na	Primary Assembly	32178	na
Contig3688	unplaced-scaffold	na	na	PTTO01000218.1	<>	na	Primary Assembly	28629	na
Contig3689	unplaced-scaffold	na	na	PTTO01003515.1	<>	na	Primary Assembly	18846	na
Contig369	unplaced-scaffold	na	na	PTTO01001643.1	<>	na	Primary Assembly	64795	na
Contig3690	unplaced-scaffold	na	na	PTTO01004365.1	<>	na	Primary Assembly	42338	na
Contig3691	unplaced-scaffold	na	na	PTTO01001557.1	<>	na	Primary Assembly	31472	na
Contig3692	unplaced-scaffold	na	na	PTTO01003153.1	<>	na	Primary Assembly	24680	na
Contig3693	unplaced-scaffold	na	na	PTTO01001773.1	<>	na	Primary Assembly	74182	na
Contig3694	unplaced-scaffold	na	na	PTTO01001163.1	<>	na	Primary Assembly	33967	na
Contig3695	unplaced-scaffold	na	na	PTTO01000737.1	<>	na	Primary Assembly	43579	na
Contig3696	unplaced-scaffold	na	na	PTTO01000162.1	<>	na	Primary Assembly	7205	na
Contig3697	unplaced-scaffold	na	na	PTTO01004421.1	<>	na	Primary Assembly	1124	na
Contig3698	unplaced-scaffold	na	na	PTTO01003742.1	<>	na	Primary Assembly	29982	na
Contig3699	unplaced-scaffold	na	na	PTTO01003263.1	<>	na	Primary Assembly	11577	na
Contig37	unplaced-scaffold	na	na	PTTO01000974.1	<>	na	Primary Assembly	31464621	na
Contig370	unplaced-scaffold	na	na	PTTO01001289.1	<>	na	Primary Assembly	198114	na
Contig3700	unplaced-scaffold	na	na	PTTO01002493.1	<>	na	Primary Assembly	37895	na
Contig3701	unplaced-scaffold	na	na	PTTO01004056.1	<>	na	Primary Assembly	42303	na
Contig3702	unplaced-scaffold	na	na	PTTO01002970.1	<>	na	Primary Assembly	54279	na
Contig3703	unplaced-scaffold	na	na	PTTO01003213.1	<>	na	Primary Assembly	51690	na
Contig3704	unplaced-scaffold	na	na	PTTO01000297.1	<>	na	Primary Assembly	26940	na
Contig3705	unplaced-scaffold	na	na	PTTO01002228.1	<>	na	Primary Assembly	14175	na
Contig3706	unplaced-scaffold	na	na	PTTO01001104.1	<>	na	Primary Assembly	56596	na
Contig3707	unplaced-scaffold	na	na	PTTO01000448.1	<>	na	Primary Assembly	26281	na
Contig3708	unplaced-scaffold	na	na	PTTO01004144.1	<>	na	Primary Assembly	16885	na
Contig3709	unplaced-scaffold	na	na	PTTO01003399.1	<>	na	Primary Assembly	32962	na
Contig371	unplaced-scaffold	na	na	PTTO01001939.1	<>	na	Primary Assembly	153412	na
Contig3710	unplaced-scaffold	na	na	PTTO01003407.1	<>	na	Primary Assembly	10591	na
Contig3711	unplaced-scaffold	na	na	PTTO01004097.1	<>	na	Primary Assembly	5790	na
Contig3712	unplaced-scaffold	na	na	PTTO01000434.1	<>	na	Primary Assembly	4945	na
Contig3713	unplaced-scaffold	na	na	PTTO01001071.1	<>	na	Primary Assembly	28583	na
Contig3714	unplaced-scaffold	na	na	PTTO01000889.1	<>	na	Primary Assembly	22532	na
Contig3715	unplaced-scaffold	na	na	PTTO01000703.1	<>	na	Primary Assembly	29906	na
Contig3716	unplaced-scaffold	na	na	PTTO01001113.1	<>	na	Primary Assembly	70932	na
Contig3717	unplaced-scaffold	na	na	PTTO01001744.1	<>	na	Primary Assembly	14301	na
Contig3718	unplaced-scaffold	na	na	PTTO01003288.1	<>	na	Primary Assembly	57427	na
Contig3719	unplaced-scaffold	na	na	PTTO01003932.1	<>	na	Primary Assembly	10324	na
Contig372	unplaced-scaffold	na	na	PTTO01002333.1	<>	na	Primary Assembly	1057580	na
